dataset: rConcept.arff
								--------------
-0.01795    22 A1==(49.977645-inf) or A2==(49.923738-inf) or A3==(49.981135-inf)
-0.018889   20 A1==(49.977645-inf) impl A3==(49.981135-inf)
-0.02039    11 A1==(49.977645-inf) or A3==(49.981135-inf)
-0.025242   10 A2==(49.923738-inf) or A3==(49.981135-inf)
-0.026249    7 A2==(49.923738-inf) and A3==(49.981135-inf)
-0.027695    9 A1==(49.977645-inf) or A2==(49.923738-inf)
-0.028009   19 A2==(49.923738-inf) impl A3==(49.981135-inf)
-0.03063     6 A1==(49.977645-inf) and A2==(49.923738-inf)
-0.031305   18 A1==(49.977645-inf) impl A2==(49.923738-inf)
-0.035055   17 A1==(49.977645-inf) xor A3==(49.981135-inf)
-0.035055   14 A1==(49.977645-inf) equ A3==(49.981135-inf)
-0.037467   43 A1_x_A3
-0.048453   16 A2==(49.923738-inf) xor A3==(49.981135-inf)
-0.048453   13 A2==(49.923738-inf) equ A3==(49.981135-inf)
-0.051392   42 A2_x_A3
-0.053754   12 A1==(49.977645-inf) equ A2==(49.923738-inf)
-0.053754   15 A1==(49.977645-inf) xor A2==(49.923738-inf)
-0.058756   41 A1_x_A2


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.0
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.25
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.5
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold  3
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.054785   38 A1 LESSTHAN A2
 0.035877    2 A2
 0.020329   23 A1 ADD A2
 0.019749   26 A1 SUBTRACT A2
 0.019248   35 A1 MULTIPLY A2
 0.018564   39 A2 LESSTHAN A3
 0.013348    1 A1
 0.012311   36 A2 MULTIPLY A3
 0.011383   27 A2 SUBTRACT A3
 0.011094   24 A2 ADD A3
 0.005584   40 A1 LESSTHAN A3
 0.003036   37 A1 MULTIPLY A3
 0.002899   34 A3 DIVIDE A1
 0.002884   28 A1 SUBTRACT A3
 0.00269    30 A2 DIVIDE A1
 0.002682   25 A1 ADD A3
 0.001975   29 A1 DIVIDE A2
 0.001852   32 A3 DIVIDE A2
 0.000285   31 A2 DIVIDE A3
 0.000193   33 A1 DIVIDE A3
-0.00673     3 A3
-0.009575    5 A5
-0.009822    4 A4
-0.016929   22 A1==(49.977645-inf) or A2==(49.923738-inf) or A3==(49.981135-inf)
-0.018439   20 A1==(49.977645-inf) impl A3==(49.981135-inf)
-0.019004   11 A1==(49.977645-inf) or A3==(49.981135-inf)
-0.019161    8 A1==(49.977645-inf) and A3==(49.981135-inf)
-0.020384   21 A1==(49.977645-inf) and A2==(49.923738-inf) and A3==(49.981135-inf)
-0.026046   10 A2==(49.923738-inf) or A3==(49.981135-inf)
-0.027085   19 A2==(49.923738-inf) impl A3==(49.981135-inf)
-0.028299    7 A2==(49.923738-inf) and A3==(49.981135-inf)
-0.028472    9 A1==(49.977645-inf) or A2==(49.923738-inf)
-0.032975    6 A1==(49.977645-inf) and A2==(49.923738-inf)
-0.033458   18 A1==(49.977645-inf) impl A2==(49.923738-inf)
-0.035672   14 A1==(49.977645-inf) equ A3==(49.981135-inf)
-0.035672   17 A1==(49.977645-inf) xor A3==(49.981135-inf)
-0.038117   43 A1_x_A3
-0.050934   13 A2==(49.923738-inf) equ A3==(49.981135-inf)
-0.050934   16 A2==(49.923738-inf) xor A3==(49.981135-inf)
-0.053782   42 A2_x_A3
-0.057097   15 A1==(49.977645-inf) xor A2==(49.923738-inf)
-0.057097   12 A1==(49.977645-inf) equ A2==(49.923738-inf)
-0.062222   41 A1_x_A2


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.5
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.25
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.5
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold  4
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.056387   38 A1 LESSTHAN A2
 0.035726    2 A2
 0.020194   23 A1 ADD A2
 0.020175   39 A2 LESSTHAN A3
 0.019831   26 A1 SUBTRACT A2
 0.018851   35 A1 MULTIPLY A2
 0.013472   36 A2 MULTIPLY A3
 0.012935    1 A1
 0.011426   24 A2 ADD A3
 0.011352   27 A2 SUBTRACT A3
 0.005683   40 A1 LESSTHAN A3
 0.003007   25 A1 ADD A3
 0.00293    34 A3 DIVIDE A1
 0.002855   37 A1 MULTIPLY A3
 0.002841   28 A1 SUBTRACT A3
 0.002749   30 A2 DIVIDE A1
 0.002142   29 A1 DIVIDE A2
 0.002088   32 A3 DIVIDE A2
 0.000292   31 A2 DIVIDE A3
 0.000198   33 A1 DIVIDE A3
-0.006252    3 A3
-0.0092      5 A5
-0.009349    4 A4
-0.014559   22 A1==(49.977645-inf) or A2==(49.923738-inf) or A3==(49.981135-inf)
-0.015107   20 A1==(49.977645-inf) impl A3==(49.981135-inf)
-0.015839    8 A1==(49.977645-inf) and A3==(49.981135-inf)
-0.016454   11 A1==(49.977645-inf) or A3==(49.981135-inf)
-0.017631   21 A1==(49.977645-inf) and A2==(49.923738-inf) and A3==(49.981135-inf)
-0.023481   10 A2==(49.923738-inf) or A3==(49.981135-inf)
-0.025819   19 A2==(49.923738-inf) impl A3==(49.981135-inf)
-0.026165    7 A2==(49.923738-inf) and A3==(49.981135-inf)
-0.027405    9 A1==(49.977645-inf) or A2==(49.923738-inf)
-0.030087   17 A1==(49.977645-inf) xor A3==(49.981135-inf)
-0.030087   14 A1==(49.977645-inf) equ A3==(49.981135-inf)
-0.032204   18 A1==(49.977645-inf) impl A2==(49.923738-inf)
-0.032433   43 A1_x_A3
-0.032609    6 A1==(49.977645-inf) and A2==(49.923738-inf)
-0.046168   13 A2==(49.923738-inf) equ A3==(49.981135-inf)
-0.046168   16 A2==(49.923738-inf) xor A3==(49.981135-inf)
-0.049297   42 A2_x_A3
-0.055202   12 A1==(49.977645-inf) equ A2==(49.923738-inf)
-0.055202   15 A1==(49.977645-inf) xor A2==(49.923738-inf)
-0.060027   41 A1_x_A2


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.5
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.0
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.0
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold  5
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.063015   38 A1 LESSTHAN A2
 0.035484    2 A2
 0.022712   39 A2 LESSTHAN A3
 0.020618   26 A1 SUBTRACT A2
 0.019511   23 A1 ADD A2
 0.018298   35 A1 MULTIPLY A2
 0.013477    1 A1
 0.012563   36 A2 MULTIPLY A3
 0.01124    27 A2 SUBTRACT A3
 0.010591   24 A2 ADD A3
 0.006124   40 A1 LESSTHAN A3
 0.002802   34 A3 DIVIDE A1
 0.002726   28 A1 SUBTRACT A3
 0.002642   37 A1 MULTIPLY A3
 0.00254    30 A2 DIVIDE A1
 0.002463   25 A1 ADD A3
 0.002131   29 A1 DIVIDE A2
 0.002086   32 A3 DIVIDE A2
 0.000242   31 A2 DIVIDE A3
 0.000142   33 A1 DIVIDE A3
-0.007519    3 A3
-0.009821    4 A4
-0.010074    5 A5
-0.017088   22 A1==(49.977645-inf) or A2==(49.880168-inf) or A3==(49.981135-inf)
-0.01854     8 A1==(49.977645-inf) and A3==(49.981135-inf)
-0.018891   20 A1==(49.977645-inf) impl A3==(49.981135-inf)
-0.018911   11 A1==(49.977645-inf) or A3==(49.981135-inf)
-0.019248   21 A1==(49.977645-inf) and A2==(49.880168-inf) and A3==(49.981135-inf)
-0.024706   10 A2==(49.880168-inf) or A3==(49.981135-inf)
-0.026985    7 A2==(49.880168-inf) and A3==(49.981135-inf)
-0.027751   19 A2==(49.880168-inf) impl A3==(49.981135-inf)
-0.029222    9 A1==(49.977645-inf) or A2==(49.880168-inf)
-0.032477    6 A1==(49.977645-inf) and A2==(49.880168-inf)
-0.03545    14 A1==(49.977645-inf) equ A3==(49.981135-inf)
-0.03545    17 A1==(49.977645-inf) xor A3==(49.981135-inf)
-0.03582    18 A1==(49.977645-inf) impl A2==(49.880168-inf)
-0.037662   43 A1_x_A3
-0.048505   13 A2==(49.880168-inf) equ A3==(49.981135-inf)
-0.048505   16 A2==(49.880168-inf) xor A3==(49.981135-inf)
-0.051722   42 A2_x_A3
-0.057966   15 A1==(49.977645-inf) xor A2==(49.880168-inf)
-0.057966   12 A1==(49.977645-inf) equ A2==(49.880168-inf)
-0.062901   41 A1_x_A2


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.25
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.25
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.0
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold  6
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.061296   38 A1 LESSTHAN A2
 0.035766    2 A2
 0.020232   23 A1 ADD A2
 0.019894   39 A2 LESSTHAN A3
 0.019643   26 A1 SUBTRACT A2
 0.019222   35 A1 MULTIPLY A2
 0.013439    1 A1
 0.012656   36 A2 MULTIPLY A3
 0.011232   27 A2 SUBTRACT A3
 0.011095   24 A2 ADD A3
 0.005427   40 A1 LESSTHAN A3
 0.003      25 A1 ADD A3
 0.002631   37 A1 MULTIPLY A3
 0.002448   28 A1 SUBTRACT A3
 0.002276   30 A2 DIVIDE A1
 0.002246   29 A1 DIVIDE A2
 0.002199   34 A3 DIVIDE A1
 0.002136   32 A3 DIVIDE A2
 0.000334   31 A2 DIVIDE A3
 0.000188   33 A1 DIVIDE A3
-0.006833    3 A3
-0.009821    5 A5
-0.00983     4 A4
-0.014599   20 A1==(49.954763-inf) impl A3==(49.981135-inf)
-0.015476   22 A1==(49.954763-inf) or A2==(49.923738-inf) or A3==(49.981135-inf)
-0.017092    8 A1==(49.954763-inf) and A3==(49.981135-inf)
-0.017253   11 A1==(49.954763-inf) or A3==(49.981135-inf)
-0.017985   21 A1==(49.954763-inf) and A2==(49.923738-inf) and A3==(49.981135-inf)
-0.022474   10 A2==(49.923738-inf) or A3==(49.981135-inf)
-0.025529   19 A2==(49.923738-inf) impl A3==(49.981135-inf)
-0.026583    7 A2==(49.923738-inf) and A3==(49.981135-inf)
-0.028987    9 A1==(49.954763-inf) or A2==(49.923738-inf)
-0.030968    6 A1==(49.954763-inf) and A2==(49.923738-inf)
-0.031659   14 A1==(49.954763-inf) equ A3==(49.981135-inf)
-0.031659   17 A1==(49.954763-inf) xor A3==(49.981135-inf)
-0.033179   18 A1==(49.954763-inf) impl A2==(49.923738-inf)
-0.03412    43 A1_x_A3
-0.046674   13 A2==(49.923738-inf) equ A3==(49.981135-inf)
-0.046674   16 A2==(49.923738-inf) xor A3==(49.981135-inf)
-0.049339   42 A2_x_A3
-0.055049   15 A1==(49.954763-inf) xor A2==(49.923738-inf)
-0.055049   12 A1==(49.954763-inf) equ A2==(49.923738-inf)
-0.059595   41 A1_x_A2


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.0
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.0
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.5
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold  7
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.05683    38 A1 LESSTHAN A2
 0.03585     2 A2
 0.020102   26 A1 SUBTRACT A2
 0.019787   23 A1 ADD A2
 0.018493   39 A2 LESSTHAN A3
 0.018207   35 A1 MULTIPLY A2
 0.012963    1 A1
 0.012288   36 A2 MULTIPLY A3
 0.01117    27 A2 SUBTRACT A3
 0.011011   24 A2 ADD A3
 0.004197   40 A1 LESSTHAN A3
 0.002674   37 A1 MULTIPLY A3
 0.002659   25 A1 ADD A3
 0.002581   34 A3 DIVIDE A1
 0.002416   30 A2 DIVIDE A1
 0.00238    28 A1 SUBTRACT A3
 0.002134   29 A1 DIVIDE A2
 0.002047   32 A3 DIVIDE A2
 0.00036    31 A2 DIVIDE A3
 0.000308   33 A1 DIVIDE A3
-0.007248    3 A3
-0.009301    5 A5
-0.009663    4 A4
-0.01604    20 A1==(49.977645-inf) impl A3==(49.975156-inf)
-0.016875   22 A1==(49.977645-inf) or A2==(49.923738-inf) or A3==(49.975156-inf)
-0.01796    11 A1==(49.977645-inf) or A3==(49.975156-inf)
-0.019509    8 A1==(49.977645-inf) and A3==(49.975156-inf)
-0.02053    21 A1==(49.977645-inf) and A2==(49.923738-inf) and A3==(49.975156-inf)
-0.023519   10 A2==(49.923738-inf) or A3==(49.975156-inf)
-0.026873   19 A2==(49.923738-inf) impl A3==(49.975156-inf)
-0.027717    7 A2==(49.923738-inf) and A3==(49.975156-inf)
-0.029053    9 A1==(49.977645-inf) or A2==(49.923738-inf)
-0.031986    6 A1==(49.977645-inf) and A2==(49.923738-inf)
-0.032543   18 A1==(49.977645-inf) impl A2==(49.923738-inf)
-0.034976   17 A1==(49.977645-inf) xor A3==(49.975156-inf)
-0.034976   14 A1==(49.977645-inf) equ A3==(49.975156-inf)
-0.03727    43 A1_x_A3
-0.048515   13 A2==(49.923738-inf) equ A3==(49.975156-inf)
-0.048515   16 A2==(49.923738-inf) xor A3==(49.975156-inf)
-0.051301   42 A2_x_A3
-0.055632   12 A1==(49.977645-inf) equ A2==(49.923738-inf)
-0.055632   15 A1==(49.977645-inf) xor A2==(49.923738-inf)
-0.061129   41 A1_x_A2


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.0
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.5
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.0
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold  8
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.056765   38 A1 LESSTHAN A2
 0.036158    2 A2
 0.020183   26 A1 SUBTRACT A2
 0.020065   23 A1 ADD A2
 0.018857   39 A2 LESSTHAN A3
 0.018491   35 A1 MULTIPLY A2
 0.013514    1 A1
 0.012525   36 A2 MULTIPLY A3
 0.011374   27 A2 SUBTRACT A3
 0.011181   24 A2 ADD A3
 0.004548   40 A1 LESSTHAN A3
 0.004268   32 A3 DIVIDE A2
 0.004102   29 A1 DIVIDE A2
 0.00288    25 A1 ADD A3
 0.002857   28 A1 SUBTRACT A3
 0.002421   37 A1 MULTIPLY A3
 0.001768   30 A2 DIVIDE A1
 0.00166    34 A3 DIVIDE A1
 0.000363   31 A2 DIVIDE A3
 0.000272   33 A1 DIVIDE A3
-0.006784    3 A3
-0.009594    5 A5
-0.00975     4 A4
-0.014937   22 A1==(49.982474-inf) or A2==(49.933927-inf) or A3==(49.981135-inf)
-0.01618    11 A1==(49.982474-inf) or A3==(49.981135-inf)
-0.017757   20 A1==(49.982474-inf) impl A3==(49.981135-inf)
-0.018653    8 A1==(49.982474-inf) and A3==(49.981135-inf)
-0.019481   21 A1==(49.982474-inf) and A2==(49.933927-inf) and A3==(49.981135-inf)
-0.02446    10 A2==(49.933927-inf) or A3==(49.981135-inf)
-0.027061   19 A2==(49.933927-inf) impl A3==(49.981135-inf)
-0.027631    9 A1==(49.982474-inf) or A2==(49.933927-inf)
-0.027844    7 A2==(49.933927-inf) and A3==(49.981135-inf)
-0.031854   18 A1==(49.982474-inf) impl A2==(49.933927-inf)
-0.032243    6 A1==(49.982474-inf) and A2==(49.933927-inf)
-0.032858   14 A1==(49.982474-inf) equ A3==(49.981135-inf)
-0.032858   17 A1==(49.982474-inf) xor A3==(49.981135-inf)
-0.034826   43 A1_x_A3
-0.048927   13 A2==(49.933927-inf) equ A3==(49.981135-inf)
-0.048927   16 A2==(49.933927-inf) xor A3==(49.981135-inf)
-0.051574   42 A2_x_A3
-0.054706   15 A1==(49.982474-inf) xor A2==(49.933927-inf)
-0.054706   12 A1==(49.982474-inf) equ A2==(49.933927-inf)
-0.060032   41 A1_x_A2


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.5
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.5
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.25
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold  9
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.05948    38 A1 LESSTHAN A2
 0.036823    2 A2
 0.022109   39 A2 LESSTHAN A3
 0.020199   23 A1 ADD A2
 0.020066   26 A1 SUBTRACT A2
 0.018916   35 A1 MULTIPLY A2
 0.013097   36 A2 MULTIPLY A3
 0.012987    1 A1
 0.011605   27 A2 SUBTRACT A3
 0.011282   24 A2 ADD A3
 0.004563   40 A1 LESSTHAN A3
 0.002707   37 A1 MULTIPLY A3
 0.002619   25 A1 ADD A3
 0.002576   34 A3 DIVIDE A1
 0.002334   28 A1 SUBTRACT A3
 0.002084   30 A2 DIVIDE A1
 0.001913   29 A1 DIVIDE A2
 0.00189    32 A3 DIVIDE A2
 0.000328   31 A2 DIVIDE A3
 0.000209   33 A1 DIVIDE A3
-0.007213    3 A3
-0.009728    5 A5
-0.010041    4 A4
-0.016405   20 A1==(49.977645-inf) impl A3==(49.981135-inf)
-0.01717    22 A1==(49.977645-inf) or A2==(49.923738-inf) or A3==(49.981135-inf)
-0.017863   11 A1==(49.977645-inf) or A3==(49.981135-inf)
-0.018031    8 A1==(49.977645-inf) and A3==(49.981135-inf)
-0.021005   21 A1==(49.977645-inf) and A2==(49.923738-inf) and A3==(49.981135-inf)
-0.02293    10 A2==(49.923738-inf) or A3==(49.981135-inf)
-0.026068   19 A2==(49.923738-inf) impl A3==(49.981135-inf)
-0.02704     7 A2==(49.923738-inf) and A3==(49.981135-inf)
-0.028781    9 A1==(49.977645-inf) or A2==(49.923738-inf)
-0.032572    6 A1==(49.977645-inf) and A2==(49.923738-inf)
-0.033035   14 A1==(49.977645-inf) equ A3==(49.981135-inf)
-0.033035   17 A1==(49.977645-inf) xor A3==(49.981135-inf)
-0.034713   18 A1==(49.977645-inf) impl A2==(49.923738-inf)
-0.035699   43 A1_x_A3
-0.046463   13 A2==(49.923738-inf) equ A3==(49.981135-inf)
-0.046463   16 A2==(49.923738-inf) xor A3==(49.981135-inf)
-0.049454   42 A2_x_A3
-0.055983   15 A1==(49.977645-inf) xor A2==(49.923738-inf)
-0.055983   12 A1==(49.977645-inf) equ A2==(49.923738-inf)
-0.061205   41 A1_x_A2


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.5
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.5
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.5
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold 10
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.0575193   38 A1 LESSTHAN A2
 0.0359013    2 A2
 0.022328    39 A2 LESSTHAN A3
 0.0201409   23 A1 ADD A2
 0.0198876   26 A1 SUBTRACT A2
 0.0185262   35 A1 MULTIPLY A2
 0.0133512    1 A1
 0.0127459   36 A2 MULTIPLY A3
 0.0115312   27 A2 SUBTRACT A3
 0.0108699   24 A2 ADD A3
 0.0046047   40 A1 LESSTHAN A3
 0.0027345   28 A1 SUBTRACT A3
 0.0027301   25 A1 ADD A3
 0.0026752   34 A3 DIVIDE A1
 0.0026378   37 A1 MULTIPLY A3
 0.0025799   30 A2 DIVIDE A1
 0.0023899   29 A1 DIVIDE A2
 0.0022996   32 A3 DIVIDE A2
 0.0001597   31 A2 DIVIDE A3
-0.0000667   33 A1 DIVIDE A3
-0.0069023    3 A3
-0.0093581    5 A5
-0.0096968    4 A4
-0.0167595   22 A1==(49.977645-inf) or A2==(49.923738-inf) or A3==(50.027327-inf)
-0.0176077   20 A1==(49.977645-inf) impl A3==(50.027327-inf)
-0.018036     8 A1==(49.977645-inf) and A3==(50.027327-inf)
-0.0180671   11 A1==(49.977645-inf) or A3==(50.027327-inf)
-0.0196261   21 A1==(49.977645-inf) and A2==(49.923738-inf) and A3==(50.027327-inf)
-0.0246702   19 A2==(49.923738-inf) impl A3==(50.027327-inf)
-0.0248831   10 A2==(49.923738-inf) or A3==(50.027327-inf)
-0.0266832    7 A2==(49.923738-inf) and A3==(50.027327-inf)
-0.027218     9 A1==(49.977645-inf) or A2==(49.923738-inf)
-0.0315846    6 A1==(49.977645-inf) and A2==(49.923738-inf)
-0.0323055   18 A1==(49.977645-inf) impl A2==(49.923738-inf)
-0.0341739   14 A1==(49.977645-inf) equ A3==(50.027327-inf)
-0.0341739   17 A1==(49.977645-inf) xor A3==(50.027327-inf)
-0.0363075   43 A1_x_A3
-0.0479586   13 A2==(49.923738-inf) equ A3==(50.027327-inf)
-0.0479586   16 A2==(49.923738-inf) xor A3==(50.027327-inf)
-0.0510093   42 A2_x_A3
-0.0558952   15 A1==(49.977645-inf) xor A2==(49.923738-inf)
-0.0558952   12 A1==(49.977645-inf) equ A2==(49.923738-inf)
-0.0598881   41 A1_x_A2


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.0
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.0
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.0
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
dataset: rNonLinSinCos.arff
								--------------
									Fold  1
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.057432  17 A1_x_A2
 0.053291   8 A1==(49.932597-inf) equ A2==(50.079099-inf)
 0.053291   9 A1==(49.932597-inf) xor A2==(50.079099-inf)
 0.05006   16 A1 LESSTHAN A2
 0.036767   2 A2
 0.029293   7 A1==(49.932597-inf) or A2==(50.079099-inf)
 0.028077   6 A1==(49.932597-inf) and A2==(50.079099-inf)
 0.027434  10 A1==(49.932597-inf) impl A2==(50.079099-inf)
 0.025568  15 A1 MULTIPLY A2
 0.024696  11 A1 ADD A2
 0.023446  12 A1 SUBTRACT A2
 0.019038   1 A1
 0.000783  13 A1 DIVIDE A2
 0.000327  14 A2 DIVIDE A1
-0.010883   4 A4
-0.01178    5 A5
-0.012879   3 A3


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.25
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.0
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.0
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold  2
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.057078  17 A1_x_A2
 0.053074   8 A1==(49.956674-inf) equ A2==(50.079099-inf)
 0.053074   9 A1==(49.956674-inf) xor A2==(50.079099-inf)
 0.047727  16 A1 LESSTHAN A2
 0.035552   2 A2
 0.029134   6 A1==(49.956674-inf) and A2==(50.079099-inf)
 0.028397   7 A1==(49.956674-inf) or A2==(50.079099-inf)
 0.024961  15 A1 MULTIPLY A2
 0.024451  12 A1 SUBTRACT A2
 0.024147  10 A1==(49.956674-inf) impl A2==(50.079099-inf)
 0.023532  11 A1 ADD A2
 0.019423   1 A1
 0.000408  14 A2 DIVIDE A1
 0.000243  13 A1 DIVIDE A2
-0.011433   4 A4
-0.011642   5 A5
-0.012314   3 A3


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.0
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.5
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.5
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold  3
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.054415  17 A1_x_A2
 0.05102    8 A1==(49.956674-inf) equ A2==(50.079099-inf)
 0.05102    9 A1==(49.956674-inf) xor A2==(50.079099-inf)
 0.048595  16 A1 LESSTHAN A2
 0.036874   2 A2
 0.028437   6 A1==(49.956674-inf) and A2==(50.079099-inf)
 0.026025   7 A1==(49.956674-inf) or A2==(50.079099-inf)
 0.025194  15 A1 MULTIPLY A2
 0.024869  10 A1==(49.956674-inf) impl A2==(50.079099-inf)
 0.024285  12 A1 SUBTRACT A2
 0.023751  11 A1 ADD A2
 0.018591   1 A1
 0.000571  13 A1 DIVIDE A2
 0.000506  14 A2 DIVIDE A1
-0.011632   5 A5
-0.01185    4 A4
-0.012442   3 A3


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.0
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.25
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.0
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold  4
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.059922  17 A1_x_A2
 0.0563     8 A1==(50.022548-inf) equ A2==(50.079099-inf)
 0.0563     9 A1==(50.022548-inf) xor A2==(50.079099-inf)
 0.050429  16 A1 LESSTHAN A2
 0.036348   2 A2
 0.029552   6 A1==(50.022548-inf) and A2==(50.079099-inf)
 0.029365   7 A1==(50.022548-inf) or A2==(50.079099-inf)
 0.029273  10 A1==(50.022548-inf) impl A2==(50.079099-inf)
 0.025103  15 A1 MULTIPLY A2
 0.024154  11 A1 ADD A2
 0.024102  12 A1 SUBTRACT A2
 0.01935    1 A1
 0.002354  14 A2 DIVIDE A1
 0.000651  13 A1 DIVIDE A2
-0.01114    4 A4
-0.011964   5 A5
-0.012821   3 A3


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.0
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.0
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.0
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold  5
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.059232  17 A1_x_A2
 0.055782   8 A1==(49.956674-inf) equ A2==(50.096283-inf)
 0.055782   9 A1==(49.956674-inf) xor A2==(50.096283-inf)
 0.046297  16 A1 LESSTHAN A2
 0.035698   2 A2
 0.030428   7 A1==(49.956674-inf) or A2==(50.096283-inf)
 0.028878   6 A1==(49.956674-inf) and A2==(50.096283-inf)
 0.027047  10 A1==(49.956674-inf) impl A2==(50.096283-inf)
 0.024881  15 A1 MULTIPLY A2
 0.023861  11 A1 ADD A2
 0.023737  12 A1 SUBTRACT A2
 0.019517   1 A1
 0.001054  13 A1 DIVIDE A2
 0.000485  14 A2 DIVIDE A1
-0.011465   4 A4
-0.011822   5 A5
-0.012199   3 A3


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.0
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.0
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.0
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold  6
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.059017  17 A1_x_A2
 0.055232   8 A1==(49.956674-inf) equ A2==(50.079099-inf)
 0.055232   9 A1==(49.956674-inf) xor A2==(50.079099-inf)
 0.045056  16 A1 LESSTHAN A2
 0.036051   2 A2
 0.030269   6 A1==(49.956674-inf) and A2==(50.079099-inf)
 0.02875    7 A1==(49.956674-inf) or A2==(50.079099-inf)
 0.027349  10 A1==(49.956674-inf) impl A2==(50.079099-inf)
 0.024867  15 A1 MULTIPLY A2
 0.023847  12 A1 SUBTRACT A2
 0.023766  11 A1 ADD A2
