dataset: rConcept.arff
								--------------
									Fold  1
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.303974    120 A2_x_A3
 0.2845255   124 A2_x_A4
 0.2789137   121 A1_x_A2
 0.2750207    25 A2==(49.973351-inf) equ A3==(49.976397-inf)
 0.2750207    34 A2==(49.973351-inf) xor A3==(49.976397-inf)
 0.2727267     7 A2==(49.973351-inf) and A3==(49.976397-inf)
 0.2612863    29 A2==(49.973351-inf) equ A4==(50.046731-inf)
 0.2612863    38 A2==(49.973351-inf) xor A4==(50.046731-inf)
 0.259452    128 A2_x_A5
 0.2401624    26 A1==(49.97291-inf) equ A2==(49.973351-inf)
 0.2401624    35 A1==(49.97291-inf) xor A2==(49.973351-inf)
 0.2240855     8 A1==(49.97291-inf) and A2==(49.973351-inf)
 0.2192112    33 A2==(49.973351-inf) equ A5==(49.994328-inf)
 0.2192112    42 A2==(49.973351-inf) xor A5==(49.994328-inf)
 0.209338     20 A2==(49.973351-inf) or A4==(50.046731-inf)
 0.2050559    47 A2==(49.973351-inf) impl A4==(50.046731-inf)
 0.1745547    44 A1==(49.97291-inf) impl A2==(49.973351-inf)
 0.1715846    55 A1==(49.97291-inf) and A2==(49.973351-inf) and A3==(49.976397-inf)
 0.1375037    51 A2==(49.973351-inf) impl A5==(49.994328-inf)
 0.1357761    15 A2==(49.973351-inf) and A5==(49.994328-inf)
 0.1247187    57 A2==(49.973351-inf) and A3==(49.976397-inf) and A5==(49.994328-inf)
 0.1241733    24 A2==(49.973351-inf) or A5==(49.994328-inf)
 0.1035346    43 A2==(49.973351-inf) impl A3==(49.976397-inf)
 0.0957824    61 A2==(49.973351-inf) or A4==(50.046731-inf) or A5==(49.994328-inf)
 0.0879636    52 A2==(49.973351-inf) and A3==(49.976397-inf) and A4==(50.046731-inf)
 0.081314     11 A2==(49.973351-inf) and A4==(50.046731-inf)
 0.0642527    53 A1==(49.97291-inf) and A2==(49.973351-inf) and A4==(50.046731-inf)
 0.06276      17 A1==(49.97291-inf) or A2==(49.973351-inf)
 0.055718     60 A1==(49.97291-inf) or A2==(49.973351-inf) or A4==(50.046731-inf)
 0.0523099   102 A2 MULTIPLY A3
 0.0433742   111 A2 LESSTHAN A3
 0.0411679   103 A1 MULTIPLY A2
 0.0394894     2 A2
 0.0325241    54 A2==(49.973351-inf) and A4==(50.046731-inf) and A5==(49.994328-inf)
 0.0309292    16 A2==(49.973351-inf) or A3==(49.976397-inf)
 0.0298233   112 A1 LESSTHAN A2
 0.0288738    59 A2==(49.973351-inf) or A3==(49.976397-inf) or A4==(50.046731-inf)
 0.0284378   119 A2 LESSTHAN A5
 0.0276547   115 A2 LESSTHAN A4
 0.0247354    12 A1==(49.97291-inf) and A3==(49.976397-inf)
 0.0244625    66 A2 ADD A3
 0.0239582   107 A1 MULTIPLY A3
 0.0223937    75 A2 SUBTRACT A3
 0.0199613    67 A1 ADD A2
 0.0185514   110 A2 MULTIPLY A5
 0.0184762    70 A2 ADD A4
 0.0176335    79 A2 SUBTRACT A4
 0.0170122   125 A1_x_A3
