dataset: rConcept.arff
								--------------
									Fold  1
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.06286768     1646 A1==(-inf-0.199989] or A2==(0.399884-0.599555] or A4==(0.800183-inf)
 0.06168178     1962 A1==(0.599962-0.799949] or A2==(0.200214-0.399884] or A3==(-inf-0.200188]
 0.06131116      524 A2==(0.599555-0.799225] equ A4==(0.400586-0.600385]
 0.06131116      724 A2==(0.599555-0.799225] xor A4==(0.400586-0.600385]
 0.06097795      215 A2==(0.200214-0.399884] or A3==(0.600065-0.800004]
 0.06060436       49 A1==(0.599962-0.799949] and A2==(0.399884-0.599555]
 0.06055134      926 A2==(0.599555-0.799225] impl A4==(0.800183-inf)
 0.06029301      255 A1==(0.799949-inf) or A2==(0.599555-0.799225]
 0.05998264      639 A1==(0.199989-0.399976] xor A2==(0.399884-0.599555]
 0.05998264      439 A1==(0.199989-0.399976] equ A2==(0.399884-0.599555]
 0.05984121      396 A2==(0.399884-0.599555] or A5==(0.79754-inf)
 0.05963198     1937 A1==(0.399976-0.599962] or A2==(0.200214-0.399884] or A3==(-inf-0.200188]
 0.059584       1893 A1==(-inf-0.199989] or A2==(0.399884-0.599555] or A3==(0.200188-0.400127]
 0.05951446      225 A2==(0.599555-0.799225] or A3==(0.600065-0.800004]
 0.05931447     1599 A2==(0.599555-0.799225] or A3==(0.600065-0.800004] or A4==(0.400586-0.600385]
 0.05882061     1938 A1==(0.399976-0.599962] or A2==(0.200214-0.399884] or A3==(0.200188-0.400127]
 0.05877757      219 A2==(0.399884-0.599555] or A3==(0.400127-0.600065]
 0.05841122      726 A2==(0.599555-0.799225] xor A4==(0.800183-inf)
 0.05841122      526 A2==(0.599555-0.799225] equ A4==(0.800183-inf)
 0.05834847     1546 A2==(0.200214-0.399884] or A3==(0.400127-0.600065] or A4==(0.800183-inf)
 0.05826985     1551 A2==(0.200214-0.399884] or A3==(0.600065-0.800004] or A4==(0.800183-inf)
 0.05704181     1545 A2==(0.200214-0.399884] or A3==(0.400127-0.600065] or A4==(0.600385-0.800183]
 0.05677505     1584 A2==(0.599555-0.799225] or A3==(-inf-0.200188] or A4==(0.400586-0.600385]
 0.05673723     1887 A1==(-inf-0.199989] or A2==(0.200214-0.399884] or A3==(-inf-0.200188]
 0.05666703      725 A2==(0.599555-0.799225] xor A4==(0.600385-0.800183]
 0.05666703      525 A2==(0.599555-0.799225] equ A4==(0.600385-0.800183]
 0.05607619     1601 A2==(0.599555-0.799225] or A3==(0.600065-0.800004] or A4==(0.800183-inf)
 0.05476879      425 A2==(0.599555-0.799225] equ A3==(0.600065-0.800004]
 0.05476879      625 A2==(0.599555-0.799225] xor A3==(0.600065-0.800004]
 0.05442499      326 A2==(0.599555-0.799225] or A4==(0.800183-inf)
 0.05426692     1963 A1==(0.599962-0.799949] or A2==(0.200214-0.399884] or A3==(0.200188-0.400127]
 0.05400194      616 A2==(0.200214-0.399884] xor A3==(0.800004-inf)
 0.05400194      416 A2==(0.200214-0.399884] equ A3==(0.800004-inf)
 0.05368226     1549 A2==(0.200214-0.399884] or A3==(0.600065-0.800004] or A4==(0.400586-0.600385]
 0.05363424     1566 A2==(0.399884-0.599555] or A3==(0.200188-0.400127] or A4==(0.800183-inf)
 0.05358323      998 A2==(0.599555-0.799225] impl A5==(0.199483-0.398835]
 0.05341882      722 A2==(0.599555-0.799225] xor A4==(-inf-0.200788]
 0.05341882      522 A2==(0.599555-0.799225] equ A4==(-inf-0.200788]
 0.05332011     1965 A1==(0.599962-0.799949] or A2==(0.200214-0.399884] or A3==(0.600065-0.800004]
 0.05287183      244 A1==(0.399976-0.599962] or A2==(0.399884-0.599555]
 0.05264072      795 A2==(0.399884-0.599555] xor A5==(0.598188-0.79754]
 0.05264072      595 A2==(0.399884-0.599555] equ A5==(0.598188-0.79754]
 0.05243214     1888 A1==(-inf-0.199989] or A2==(0.200214-0.399884] or A3==(0.200188-0.400127]
 0.05234661      723 A2==(0.599555-0.799225] xor A4==(0.200788-0.400586]
 0.05234661      523 A2==(0.599555-0.799225] equ A4==(0.200788-0.400586]
 0.05204214     1688 A1==(0.399976-0.599962] or A2==(0.200214-0.399884] or A4==(0.200788-0.400586]
 0.05192415      450 A1==(0.599962-0.799949] equ A2==(0.599555-0.799225]
 0.05192415      650 A1==(0.599962-0.799949] xor A2==(0.599555-0.799225]
 0.05180323     1533 A2==(0.200214-0.399884] or A3==(-inf-0.200188] or A4==(0.200788-0.400586]
 0.05172935      325 A2==(0.599555-0.799225] or A4==(0.600385-0.800183]
 0.05171827      925 A2==(0.599555-0.799225] impl A4==(0.600385-0.800183]
 0.05158011      825 A2==(0.599555-0.799225] impl A3==(0.600065-0.800004]
 0.05130729      320 A2==(0.399884-0.599555] or A4==(0.600385-0.800183]
 0.05122933     1550 A2==(0.200214-0.399884] or A3==(0.600065-0.800004] or A4==(0.600385-0.800183]
 0.05100471      221 A2==(0.399884-0.599555] or A3==(0.800004-inf)
 0.05090107      317 A2==(0.399884-0.599555] or A4==(-inf-0.200788]
 0.05087751     1000 A2==(0.599555-0.799225] impl A5==(0.598188-0.79754]
 0.05071549      556 A1==(0.799949-inf) equ A3==(0.800004-inf)
 0.05071549      756 A1==(0.799949-inf) xor A3==(0.800004-inf)
 0.05068899      323 A2==(0.599555-0.799225] or A4==(0.200788-0.400586]
 0.05054075      319 A2==(0.399884-0.599555] or A4==(0.400586-0.600385]
 0.05053692     1894 A1==(-inf-0.199989] or A2==(0.399884-0.599555] or A3==(0.400127-0.600065]
 0.05036464      614 A2==(0.200214-0.399884] xor A3==(0.400127-0.600065]
 0.05036464      414 A2==(0.200214-0.399884] equ A3==(0.400127-0.600065]
 0.05027889     1716 A1==(0.599962-0.799949] or A2==(0.200214-0.399884] or A4==(0.800183-inf)
 0.04993516     1638 A1==(-inf-0.199989] or A2==(0.200214-0.399884] or A4==(0.200788-0.400586]
 0.04987183      220 A2==(0.399884-0.599555] or A3==(0.600065-0.800004]
 0.04985075      243 A1==(0.399976-0.599962] or A2==(0.200214-0.399884]
 0.04968643     1600 A2==(0.599555-0.799225] or A3==(0.600065-0.800004] or A4==(0.600385-0.800183]
 0.04948981      923 A2==(0.599555-0.799225] impl A4==(0.200788-0.400586]
 0.04948185     1691 A1==(0.399976-0.599962] or A2==(0.200214-0.399884] or A4==(0.800183-inf)
 0.04944411      318 A2==(0.399884-0.599555] or A4==(0.200788-0.400586]
 0.04915513     1942 A1==(0.399976-0.599962] or A2==(0.399884-0.599555] or A3==(-inf-0.200188]
 0.04904096     1751 A1==(0.799949-inf) or A2==(0.599555-0.799225] or A4==(0.800183-inf)
 0.04903373     1558 A2==(0.399884-0.599555] or A3==(-inf-0.200188] or A4==(0.200788-0.400586]
 0.04874279      797 A2==(0.599555-0.799225] xor A5==(-inf-0.199483]
 0.04874279      597 A2==(0.599555-0.799225] equ A5==(-inf-0.199483]
 0.04869557      622 A2==(0.599555-0.799225] xor A3==(-inf-0.200188]
 0.04869557      422 A2==(0.599555-0.799225] equ A3==(-inf-0.200188]
 0.04845407     1831 A2==(0.399884-0.599555] or A4==(0.800183-inf) or A5==(0.79754-inf)
 0.04802082     1598 A2==(0.599555-0.799225] or A3==(0.600065-0.800004] or A4==(0.200788-0.400586]
 0.04784557      997 A2==(0.599555-0.799225] impl A5==(-inf-0.199483]
 0.04779148     1664 A1==(0.199989-0.399976] or A2==(0.200214-0.399884] or A4==(0.400586-0.600385]
 0.04763471     1639 A1==(-inf-0.199989] or A2==(0.200214-0.399884] or A4==(0.400586-0.600385]
 0.04697603     2059 A2_x_A4
 0.04689866     1542 A2==(0.200214-0.399884] or A3==(0.400127-0.600065] or A4==(-inf-0.200788]
 0.04682351     1559 A2==(0.399884-0.599555] or A3==(-inf-0.200188] or A4==(0.400586-0.600385]
 0.04673717     1912 A1==(0.199989-0.399976] or A2==(0.200214-0.399884] or A3==(-inf-0.200188]
 0.04663333      224 A2==(0.599555-0.799225] or A3==(0.400127-0.600065]
 0.04662789     1534 A2==(0.200214-0.399884] or A3==(-inf-0.200188] or A4==(0.400586-0.600385]
 0.04646292     1536 A2==(0.200214-0.399884] or A3==(-inf-0.200188] or A4==(0.800183-inf)
 0.04641361      248 A1==(0.599962-0.799949] or A2==(0.200214-0.399884]
 0.04629855     1001 A2==(0.599555-0.799225] impl A5==(0.79754-inf)
 0.04628271     1900 A1==(-inf-0.199989] or A2==(0.599555-0.799225] or A3==(0.600065-0.800004]
 0.04626659     1596 A2==(0.599555-0.799225] or A3==(0.400127-0.600065] or A4==(0.800183-inf)
 0.04621573      415 A2==(0.200214-0.399884] equ A3==(0.600065-0.800004]
 0.04621573      615 A2==(0.200214-0.399884] xor A3==(0.600065-0.800004]
 0.04594517     1663 A1==(0.199989-0.399976] or A2==(0.200214-0.399884] or A4==(0.200788-0.400586]
 0.04583456      222 A2==(0.599555-0.799225] or A3==(-inf-0.200188]
 0.04548136     1724 A1==(0.599962-0.799949] or A2==(0.599555-0.799225] or A4==(0.400586-0.600385]
 0.04518208     1539 A2==(0.200214-0.399884] or A3==(0.200188-0.400127] or A4==(0.400586-0.600385]
 0.04509171     1640 A1==(-inf-0.199989] or A2==(0.200214-0.399884] or A4==(0.600385-0.800183]
 0.04504802      250 A1==(0.599962-0.799949] or A2==(0.599555-0.799225]
 0.04490192     1943 A1==(0.399976-0.599962] or A2==(0.399884-0.599555] or A3==(0.200188-0.400127]
 0.04482849     1535 A2==(0.200214-0.399884] or A3==(-inf-0.200188] or A4==(0.600385-0.800183]
 0.04482333      880 A3==(0.800004-inf) impl A4==(0.600385-0.800183]
 0.04471947     1913 A1==(0.199989-0.399976] or A2==(0.200214-0.399884] or A3==(0.200188-0.400127]
 0.04469554      999 A2==(0.599555-0.799225] impl A5==(0.398835-0.598188]
