dataset: Heart.arff
								--------------
									Fold  1
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.155556     769 (A3 >= 4) and (A10 >= 0.8)
 0.155556      94 A12==B2of2 equ A13==B2of2
 0.155556     738 (A10 >= 0.8) and (A3 >= 4)
 0.155556     141 A12==B2of2 xor A13==B2of2
 0.154733     216 A2==B2of2 impl A10==B2of2
 0.154321      18 A10==B2of2 and A11==B2of2
 0.154321     710 A9_x_A11
 0.153498     856 num-of-N((A13 >= 6) and (A5 >= 246) and (A3 >= 4))
 0.15144      345 A5 or A12==B2of2 or A13==B2of2
 0.15144      828 num-of-N((A13 >= 6) and (A9 >= 1) and (A5 >= 246))
 0.15144      377 A4 or A12==B2of2 or A13==B2of2
 0.15144       47 A12==B2of2 or A13==B2of2
 0.148971     182 A3==B2of2 xor A11==B2of2
 0.148971     135 A3==B2of2 equ A11==B2of2
 0.148148     823 num-of-N((A3 >= 4) and (A5 >= 274))
 0.148148     799 num-of-N((A3 >= 4) and (A5 >= 304) and (A5 <= 330))
 0.147737     781 (A13 >= 6) and (A10 >= 0.6)
 0.147737     131 A9==B2of2 equ A13==B2of2
 0.147737     340 A1==B2of2 or A12==B2of2 or A13==B2of2
 0.147737     178 A9==B2of2 xor A13==B2of2
 0.147325     136 A3==B2of2 equ A12==B2of2
 0.147325     183 A3==B2of2 xor A12==B2of2
 0.146914     695 A8_x_A13
 0.146502     758 (A3 >= 4) and (A13 >= 7)
 0.146502     742 (A13 >= 7) and (A3 >= 4)
 0.144444     318 A3==B2of2 or A4 or A13==B2of2
 0.144444      90 A3==B2of2 or A13==B2of2
 0.144444     338 A3==B2of2 or A5 or A13==B2of2
 0.143621     817 num-of-N((A13 >= 6) and (A5 >= 243) and (A3 >= 4))
 0.141975     848 num-of-N((A13 >= 6) and (A10 >= 0.6))
 0.141152     150 A3==B2of2 xor A8==B2of2
 0.141152     103 A3==B2of2 equ A8==B2of2
 0.140858     547 A2 DIVIDE A13
 0.140741     809 num-of-N((A13 >= 7) and (A3 >= 4) and (A5 >= 243))
 0.139918     692 A8_x_A11
 0.138683     333 A3==B2of2 or A5 or A12==B2of2
 0.138683     756 (A3 >= 4) and (A2 >= 1)
 0.138683      31 A2==B2of2 and A3==B2of2
 0.138683     319 A3==B2of2 or A4 or A12==B2of2
 0.138683      89 A3==B2of2 or A12==B2of2
