dataset: cBinClassDisAttr-uniqueInst.arff
0,1;0,2;0,3;0,4;0,5;0,6;0,7;0,8;
0;0;0;1;1;1;2;3;
0;0;0;1;3;3;3;3;
0;0;0;1;2;3;3;3;
0;0;0;2;2;3;3;3;
0;0;0;2;2;3;3;3;
0;0;0;0;1;1;1;3;
0;0;0;2;2;3;3;3;
0;0;0;2;3;3;3;3;
0;0;0;2;2;2;3;3;
0;0;0;1;2;2;2;3;
dataset: cBinClassNumBinAttr.arff
0,1;0,2;0,3;0,4;0,5;0,6;0,7;0,8;
0;0;0;0;1;1;3;4;
0;0;0;0;1;1;2;4;
0;0;0;0;2;2;3;4;
0;0;0;0;2;2;3;4;
0;0;0;0;2;2;3;4;
0;0;0;0;1;1;3;4;
0;0;0;0;2;2;3;4;
0;0;0;0;1;1;3;4;
0;0;0;0;1;1;3;4;
0;0;0;0;1;1;3;4;
dataset: cBinClassNumDisAttr.arff
0,1;0,2;0,3;0,4;0,5;0,6;0,7;0,8;
0;0;0;2;2;2;4;4;
0;0;0;1;2;2;4;5;
0;0;0;3;3;6;5;5;
0;0;0;2;2;4;4;4;
0;0;0;2;3;4;4;3;
0;0;0;3;3;3;3;4;
0;0;1;3;3;5;3;4;
0;0;0;2;3;3;4;4;
0;0;0;3;4;4;5;3;
0;0;0;2;2;3;3;3;
dataset: cConcepts-uniqueInst.arff
0,1;0,2;0,3;0,4;0,5;0,6;0,7;0,8;
0;0;0;1;2;2;2;3;
0;0;0;0;2;2;2;2;
0;0;0;1;2;2;2;2;
0;0;1;1;2;2;2;3;
0;0;0;0;1;1;1;2;
0;0;0;2;2;2;2;4;
0;0;0;0;3;3;3;2;
0;0;1;1;2;2;2;3;
0;0;0;0;2;2;3;3;
0;0;0;0;1;1;1;1;
dataset: cDisjunct.arff
0,1;0,2;0,3;0,4;0,5;0,6;0,7;0,8;
0;0;0;0;1;1;1;1;
0;0;0;0;1;1;1;1;
0;0;0;0;1;1;1;1;
0;0;0;0;1;1;1;1;
0;0;0;0;1;1;1;1;
0;0;0;0;1;1;1;1;
0;0;0;0;1;1;1;1;
0;0;0;0;1;1;1;1;
0;0;0;0;1;1;1;1;
0;0;0;0;1;1;1;1;
dataset: cLogicalConcB-uniqueInst.arff
0,1;0,2;0,3;0,4;0,5;0,6;0,7;0,8;
0;0;1;2;2;3;5;6;
0;0;2;2;3;4;5;4;
0;0;1;2;3;4;4;4;
0;0;0;2;2;3;5;5;
0;0;1;2;2;4;5;6;
0;0;0;2;2;3;5;5;
0;0;0;2;2;2;4;5;
0;0;0;2;4;5;5;5;
0;0;2;2;3;4;5;6;
0;0;2;2;3;4;3;5;
dataset: cLogicalConcBNoisy-uniqueInst.arff
0,1;0,2;0,3;0,4;0,5;0,6;0,7;0,8;
0;0;3;3;3;6;6;7;
0;0;2;4;5;5;7;9;
0;0;4;4;5;8;9;8;
0;0;1;5;5;6;4;9;
0;0;2;3;3;5;8;11;
0;0;1;3;2;5;8;7;
0;0;2;2;2;4;5;7;
0;0;2;2;2;4;6;8;
0;0;2;3;4;5;7;9;
0;0;3;3;3;5;8;10;
dataset: cModGroups.arff
0,1;0,2;0,3;0,4;0,5;0,6;0,7;0,8;
0;0;0;3;6;6;8;7;
0;0;0;1;4;4;6;5;
0;0;0;2;3;4;5;6;
0;0;0;2;3;4;5;5;
0;0;0;3;3;4;5;6;
0;0;0;3;3;3;4;5;
0;0;0;2;4;4;6;3;
0;0;0;3;4;4;6;7;
0;0;0;3;4;5;4;5;
0;0;0;2;3;4;6;6;
dataset: cMultiVClassDisAttr-uniqueInst.arff
0,1;0,2;0,3;0,4;0,5;0,6;0,7;0,8;
0;0;0;0;2;2;2;3;
0;0;0;0;2;2;2;3;
0;0;0;0;1;2;2;4;
0;0;0;0;2;2;3;4;
0;0;0;0;2;2;3;4;
0;0;0;0;2;2;2;4;
0;0;0;0;2;2;2;4;
0;0;0;1;2;2;2;3;
0;0;0;0;2;2;3;4;
0;0;0;1;2;2;2;3;
dataset: condInd-uniqueInst.arff
0,1;0,2;0,3;0,4;0,5;0,6;0,7;0,8;
0;0;1;2;2;2;1;4;
0;0;0;2;2;2;2;4;
0;0;0;2;2;2;2;3;
0;0;0;2;2;2;1;3;
0;0;0;2;2;2;2;4;
0;0;0;1;2;2;1;4;
0;0;1;2;2;2;2;4;
0;0;2;2;2;2;1;3;
0;0;0;2;2;3;1;4;
0;0;0;2;2;2;1;3;
