dataset: cDisjunct.arff
								--------------
									Fold  1
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.119032    3 A3
 0.113804   23 A1 ADD A2
 0.111722   20 A1==B2of2 impl A3==B2of2
 0.095019   27 A2 SUBTRACT A3
 0.085646   35 A1 MULTIPLY A2
 0.079498    2 A2
 0.079461   37 A1 MULTIPLY A3
 0.076873   25 A1 ADD A3
 0.071889    6 A1==B2of2 and A2==B2of2
 0.068716   26 A1 SUBTRACT A2
 0.065444   19 A2==B2of2 impl A3==B2of2
 0.060052   36 A2 MULTIPLY A3
 0.056266   24 A2 ADD A3
 0.032556   21 A1==B2of2 and A2==B2of2 and A3==B2of2
 0.013623    4 A4
 0.012315    5 A5
 0.006778   42 A2 DIFF A3
 0.006722   41 A1 DIFF A2
-0.000222   29 A1 DIVIDE A2
-0.000222   32 A3 DIVIDE A2
-0.002222   34 A3 DIVIDE A1
-0.002222   30 A2 DIVIDE A1
-0.003611   43 A1 DIFF A3
-0.006944   33 A1 DIVIDE A3
-0.006944   31 A2 DIVIDE A3


								--------------
									Fold  6
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 1          48 (A1 <= 0.5) and (A3 >= 0.4) and (A2 <= 0.7)
 0.832056   47 (A1 <= 0.5) and (A3 >= 0.4)
 0.825333   50 num-of-N((A1 <= 0.5) and (A3 >= 0.4) and (A2 <= 0.7))
 0.747778   49 num-of-N((A1 <= 0.5) and (A3 >= 0.4))
 0.744556    9 A1==B2of2 or A2==B2of2
 0.742      46 A1_x_A3
 0.662444   44 A1_x_A2
 0.562722   45 A2_x_A3
 0.547611   14 A1==B2of2 equ A3==B2of2
 0.547611   17 A1==B2of2 xor A3==B2of2
 0.512778   12 A1==B2of2 equ A2==B2of2
 0.512778   15 A1==B2of2 xor A2==B2of2
 0.432167   16 A2==B2of2 xor A3==B2of2
 0.432167   13 A2==B2of2 equ A3==B2of2
 0.353944   18 A1==B2of2 impl A2==B2of2
 0.350778   40 A1 LESSTHAN A3
 0.3225      8 A1==B2of2 and A3==B2of2
 0.264944   10 A2==B2of2 or A3==B2of2
 0.256      39 A2 LESSTHAN A3
 0.213556   11 A1==B2of2 or A3==B2of2
 0.160333    7 A2==B2of2 and A3==B2of2
 0.155006    1 A1
 0.154667   22 A1==B2of2 or A2==B2of2 or A3==B2of2
 0.147889   38 A1 LESSTHAN A2
 0.131672   28 A1 SUBTRACT A3
 0.117119    3 A3
 0.115889   20 A1==B2of2 impl A3==B2of2
 0.112781   23 A1 ADD A2
 0.094769   27 A2 SUBTRACT A3
