dataset: Balance scale.arff
0,1;0,2;0,3;0,4;0,5;0,6;0,7;0,8;
0;0;0;6;6;9;10;10;
0;0;0;6;6;10;10;11;
0;0;1;6;6;10;10;10;
0;0;1;6;6;8;10;11;
0;0;0;6;6;10;10;11;
0;0;0;6;6;10;10;9;
0;0;0;6;6;10;10;11;
0;0;0;6;6;10;10;10;
0;0;0;6;6;10;10;10;
0;0;0;6;6;10;10;10;
dataset: cBinClassDisAttr-uniqueInst.arff
0,1;0,2;0,3;0,4;0,5;0,6;0,7;0,8;
0;0;0;1;1;1;2;3;
0;0;0;1;3;3;3;3;
0;0;0;1;2;3;3;3;
0;0;0;2;2;3;3;3;
0;0;0;2;2;3;3;3;
0;0;0;0;1;1;1;3;
0;0;0;2;2;3;3;3;
0;0;0;2;3;3;3;3;
0;0;0;2;2;2;3;3;
0;0;0;1;2;2;2;3;
dataset: cDisjunct.arff
0,1;0,2;0,3;0,4;0,5;0,6;0,7;0,8;
0;0;0;0;1;1;1;1;
0;0;0;0;1;1;1;1;
0;0;0;0;1;1;1;1;
0;0;0;0;1;1;1;1;
0;0;0;0;1;1;1;1;
0;0;0;0;1;1;1;1;
0;0;0;0;1;1;1;1;
0;0;0;0;1;1;1;1;
0;0;0;0;1;1;1;1;
0;0;0;0;1;1;1;1;
