dataset: rConcept.arff
								--------------
									Fold  1
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.3113119   118 A2_x_A3
 0.2931133     7 A2==(50.144529-inf) and A3==(49.919416-inf)
 0.2864555   119 A1_x_A2
 0.2848731   122 A2_x_A4
 0.2812634    34 A2==(50.144529-inf) xor A3==(49.919416-inf)
 0.2812634    25 A2==(50.144529-inf) equ A3==(49.919416-inf)
 0.2606376   126 A2_x_A5
 0.2594099    38 A2==(50.144529-inf) xor A4==(50.00145-inf)
 0.2594099    29 A2==(50.144529-inf) equ A4==(50.00145-inf)
 0.2570488    35 A1==(50.206597-inf) xor A2==(50.144529-inf)
 0.2570488    26 A1==(50.206597-inf) equ A2==(50.144529-inf)
 0.2342521     8 A1==(50.206597-inf) and A2==(50.144529-inf)
 0.2259643    42 A2==(50.144529-inf) xor A5==(50.000179-inf)
 0.2259643    33 A2==(50.144529-inf) equ A5==(50.000179-inf)
 0.203589     55 A1==(50.206597-inf) and A2==(50.144529-inf) and A3==(49.919416-inf)
 0.1992155    20 A2==(50.144529-inf) or A4==(50.00145-inf)
 0.1968376    47 A2==(50.144529-inf) impl A4==(50.00145-inf)
 0.1848743    44 A1==(50.206597-inf) impl A2==(50.144529-inf)
 0.1660769    51 A2==(50.144529-inf) impl A5==(50.000179-inf)
 0.1459522    24 A2==(50.144529-inf) or A5==(50.000179-inf)
 0.1094816    57 A2==(50.144529-inf) and A3==(49.919416-inf) and A5==(50.000179-inf)
 0.1087793    15 A2==(50.144529-inf) and A5==(50.000179-inf)
 0.100746     60 A2==(50.144529-inf) or A4==(50.00145-inf) or A5==(50.000179-inf)
 0.0954011    52 A2==(50.144529-inf) and A3==(49.919416-inf) and A4==(50.00145-inf)
 0.0923115    43 A2==(50.144529-inf) impl A3==(49.919416-inf)
 0.0818259    11 A2==(50.144529-inf) and A4==(50.00145-inf)
 0.0708216    53 A1==(50.206597-inf) and A2==(50.144529-inf) and A4==(50.00145-inf)
 0.0569395    17 A1==(50.206597-inf) or A2==(50.144529-inf)
 0.0509834   100 A2 MULTIPLY A3
 0.0458921   109 A2 LESSTHAN A3
 0.0385485    59 A1==(50.206597-inf) or A2==(50.144529-inf) or A4==(50.00145-inf)
 0.0353369   101 A1 MULTIPLY A2
 0.0336958     2 A2
 0.0292911   110 A1 LESSTHAN A2
 0.0283298    16 A2==(50.144529-inf) or A3==(49.919416-inf)
 0.0281617    12 A1==(50.206597-inf) and A3==(49.919416-inf)
 0.0255986    58 A2==(50.144529-inf) or A3==(49.919416-inf) or A4==(50.00145-inf)
 0.0241858    64 A2 ADD A3
 0.0240384   105 A1 MULTIPLY A3
 0.0229414    54 A2==(50.144529-inf) and A4==(50.00145-inf) and A5==(50.000179-inf)
 0.0195986    73 A2 SUBTRACT A3
 0.0184167     3 A3
 0.0177377    56 A1==(50.206597-inf) and A3==(49.919416-inf) and A4==(50.00145-inf)
 0.0170751    30 A1==(50.206597-inf) equ A3==(49.919416-inf)
 0.0170751    39 A1==(50.206597-inf) xor A3==(49.919416-inf)
 0.017042     69 A1 ADD A3
