dataset: rConcept.arff
								--------------
									Fold  1
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.1107917     319 A2==(0.399884-0.599555] impl A3==(0.400127-0.600065]
 0.1051929     318 A2==(0.399884-0.599555] impl A3==(0.200188-0.400127]
 0.1042985     317 A2==(0.399884-0.599555] impl A3==(-inf-0.200188]
 0.1030032     171 A2==(0.399884-0.599555] equ A3==(0.800004-inf)
 0.1030032     246 A2==(0.399884-0.599555] xor A3==(0.800004-inf)
 0.0997774     320 A2==(0.399884-0.599555] impl A3==(0.600065-0.800004]
 0.0895467     167 A2==(0.399884-0.599555] equ A3==(-inf-0.200188]
 0.0895467     242 A2==(0.399884-0.599555] xor A3==(-inf-0.200188]
 0.0884086      92 A2==(0.399884-0.599555] or A3==(-inf-0.200188]
 0.0878683     204 A1==(0.799949-inf) equ A2==(0.399884-0.599555]
 0.0878683     279 A1==(0.799949-inf) xor A2==(0.399884-0.599555]
 0.0836116     184 A1==(-inf-0.199989] equ A2==(0.399884-0.599555]
 0.0836116     259 A1==(-inf-0.199989] xor A2==(0.399884-0.599555]
 0.0823015     244 A2==(0.399884-0.599555] xor A3==(0.400127-0.600065]
 0.0823015     169 A2==(0.399884-0.599555] equ A3==(0.400127-0.600065]
 0.0811416     564 A1==(0.399976-0.599962] or A2==(0.200214-0.399884] or A3==(0.400127-0.600065]
 0.0807203     109 A1==(-inf-0.199989] or A2==(0.399884-0.599555]
 0.0792521     243 A2==(0.399884-0.599555] xor A3==(0.200188-0.400127]
 0.0792521     168 A2==(0.399884-0.599555] equ A3==(0.200188-0.400127]
 0.078922      245 A2==(0.399884-0.599555] xor A3==(0.600065-0.800004]
 0.078922      170 A2==(0.399884-0.599555] equ A3==(0.600065-0.800004]
 0.0767596     517 A1==(-inf-0.199989] or A2==(0.399884-0.599555] or A3==(-inf-0.200188]
 0.076467      514 A1==(-inf-0.199989] or A2==(0.200214-0.399884] or A3==(0.400127-0.600065]
 0.0757965      54 A1==(0.799949-inf) and A2==(0.399884-0.599555]
 0.073647       21 A2==(0.399884-0.599555] and A3==(0.800004-inf)
 0.0725974     280 A1==(0.799949-inf) xor A2==(0.599555-0.799225]
 0.0725974     205 A1==(0.799949-inf) equ A2==(0.599555-0.799225]
 0.0721503     274 A1==(0.599962-0.799949] xor A2==(0.399884-0.599555]
 0.0721503     199 A1==(0.599962-0.799949] equ A2==(0.399884-0.599555]
 0.0715573     269 A1==(0.399976-0.599962] xor A2==(0.399884-0.599555]
 0.0715573     194 A1==(0.399976-0.599962] equ A2==(0.399884-0.599555]
 0.0701231      93 A2==(0.399884-0.599555] or A3==(0.200188-0.400127]
 0.0698705     321 A2==(0.399884-0.599555] impl A3==(0.800004-inf)
 0.0698639     515 A1==(-inf-0.199989] or A2==(0.200214-0.399884] or A3==(0.600065-0.800004]
 0.068001      353 A1==(0.799949-inf) impl A2==(0.200214-0.399884]
 0.0679055     322 A2==(0.599555-0.799225] impl A3==(-inf-0.200188]
 0.0678122      89 A2==(0.200214-0.399884] or A3==(0.400127-0.600065]
