NEW 	 OLD
F1L1	A1 and A2
F2L1	A2 and A3
F3L1	A1 and A3
F4L1	A1 or A2
F5L1	A2 or A3
F6L1	A1 or A3
F7L1	A1 equ A2
F8L1	A2 equ A3
F9L1	A1 equ A3
F10L1	A1 xor A2
F11L1	A2 xor A3
F12L1	A1 xor A3
F13L1	A1 impl A2
F14L1	A2 impl A3
F15L1	A1 impl A3
F16L1	A1 and A2 and A3
F17L1	A1 or A2 or A3
F18L1	A1_x_A2
F19L1	A2_x_A3
F20L1	A1_x_A3
